0,1,0,0
0.000873709,2,2.29519e-08,0
0.00174742,2.66,9.18077e-08,22.44
0.00262113,3.57,2.06567e-07,28.51
0.00349484,4.23,3.67231e-07,57.71
0.00436855,4.97,5.73798e-07,80.91
0.00524225,5.71,8.26269e-07,100.59
0.00611596,6.44,1.12464e-06,118.64
0.00698967,7.12,1.46892e-06,186.56
0.00786338,7.78,1.85911e-06,193.16
0.00873709,8.5,2.29519e-06,223
0.0096108,9.05,2.77718e-06,292.75
0.0104845,9.68,3.30508e-06,371.76
0.0113582,10.42,3.87887e-06,412.36
0.0122319,11.27,4.49858e-06,423.71
0.0131056,11.97,5.16418e-06,448.91
0.0139793,12.57,5.87569e-06,536.51
0.0148531,13.37,6.6331e-06,617.31
0.0157268,14.02,7.43642e-06,625.96
0.0166005,14.58,8.28564e-06,674.36
0.0174742,15.24,9.18077e-06,694.24
0.0183479,15.78,1.01218e-05,807.16
0.0192216,16.71,1.11087e-05,804.59
0.0200953,17.51,1.21416e-05,822.99
0.020969,18.11,1.32203e-05,931.79
0.0218427,18.93,1.43449e-05,998.51
0.0227164,19.54,1.55155e-05,1086.84
0.0235901,20.23,1.67319e-05,1089.71
0.0244639,20.85,1.79943e-05,1060.75
0.0253376,21.41,1.93026e-05,1092.19
0.0262113,22.22,2.06567e-05,1197.16
0.027085,22.89,2.20568e-05,1233.79
0.0279587,23.37,2.35028e-05,1267.31
0.0288324,24.17,2.49946e-05,1182.11
0.0297061,24.77,2.65324e-05,1273.71
0.0305798,25.49,2.81161e-05,1396.99
0.0314535,26.35,2.97457e-05,1422.75
0.0323272,26.98,3.14212e-05,1521.96
0.0332009,27.64,3.31426e-05,1603.04
0.0340747,28.46,3.49099e-05,1574.84
0.0349484,29.21,3.67231e-05,1644.59
0.0358221,30.06,3.85822e-05,1593.64
0.0366958,30.71,4.04872e-05,1634.59
0.0375695,31.6,4.24381e-05,1522
0.0384432,32.38,4.44349e-05,1507.56
0.0393169,33.13,4.64776e-05,1523.31
0.0401906,33.66,4.85663e-05,1596.44
0.0410643,34.27,5.07008e-05,1759.71
0.041938,34.87,5.28812e-05,1891.31
0.0428117,35.59,5.51076e-05,1996.19
0.0436855,36.24,5.73798e-05,2080.24
0.0445592,36.94,5.96979e-05,2149.64
0.0454329,37.94,6.2062e-05,2261.64
0.0463066,38.92,6.44719e-05,1887.36
0.0471803,39.69,6.69278e-05,1807.39
0.048054,40.44,6.94296e-05,1700.64
0.0489277,41.06,7.19772e-05,1649.64
0.0498014,41.61,7.45708e-05,1741.79
0.0506751,42.26,7.72103e-05,1747.24
0.0515488,43.03,7.98956e-05,1740.91
0.0524225,43.62,8.26269e-05,1853.56
0.0532963,44.09,8.54041e-05,1934.19
0.05417,44.69,8.82272e-05,1855.39
0.0550437,45.44,9.10962e-05,1808.64
0.0559174,46.2,9.40111e-05,1862
0.0567911,46.97,9.69719e-05,1950.91
0.0576648,47.61,9.99786e-05,2007.79
0.0585385,48.32,0.000103031,2011.76
0.0594122,48.89,0.00010613,2035.79
0.0602859,49.46,0.000109274,2124.84
0.0611596,50.24,0.000112464,2104.24
0.0620333,51.03,0.000115701,2226.91
0.0629071,51.61,0.000118983,2369.79
0.0637808,52.4,0.000122311,2484
0.0646545,53.11,0.000125685,2443.79
0.0655282,54.11,0.000129105,2465.79
0.0664019,54.78,0.00013257,2645.16
0.0672756,55.39,0.000136082,2735.79
0.0681493,56.04,0.000139639,2689.84
0.069023,56.75,0.000143243,2730.75
0.0698967,57.39,0.000146892,2719.79
0.0707704,58.13,0.000150588,2865.31
0.0716441,58.89,0.000154329,2795.79
0.0725179,59.7,0.000158116,2547
0.0733916,60.47,0.000161949,2702.91
0.0742653,61.2,0.000165828,2546
0.075139,61.82,0.000169752,2670.76
0.0760127,62.49,0.000173723,2752.99
0.0768864,63.37,0.00017774,2445.31
0.0777601,64.31,0.000181802,2545.39
0.0786338,64.98,0.000185911,2543.96
0.0795075,65.83,0.000190065,2388.11
0.0803812,66.55,0.000194265,2448.75
0.0812549,67.2,0.000198511,2328
0.0821287,67.93,0.000202803,2406.51
0.0830024,68.6,0.000207141,2494
0.0838761,69.28,0.000211525,2274.16
0.0847498,70.07,0.000215955,2468.51
0.0856235,70.84,0.00022043,2419.44
0.0864972,71.7,0.000224952,2347
0.0873709,72.54,0.000229519,2384.84
0.0882446,73.25,0.000234133,2350.75
0.0891183,73.91,0.000238792,2428.19
0.089992,74.5,0.000243497,2531
0.0908657,75.16,0.000248248,2693.44
0.0917395,75.79,0.000253045,2772.59
0.0926132,76.72,0.000257888,2878.16
0.0934869,77.31,0.000262777,2843.39
0.0943606,78.09,0.000267711,2784.19
0.0952343,78.98,0.000272692,2795.96
0.096108,79.91,0.000277718,2960.19
0.0969817,80.53,0.000282791,3008.91
0.0978554,81.21,0.000287909,3040.59
0.0987291,81.83,0.000293073,3032.11
0.0996028,82.52,0.000298283,3276.96
0.100477,83.27,0.000303539,3425.71
0.10135,83.93,0.000308841,3678.51
0.102224,84.71,0.000314189,3666.59
0.103098,85.47,0.000319583,3852.91
0.103971,86.13,0.000325022,3851.31
0.104845,86.85,0.000330508,3748.75
0.105719,87.68,0.000336039,3889.76
0.106593,88.48,0.000341616,3820.96
0.107466,89.17,0.00034724,3822.11
0.10834,89.91,0.000352909,3754.19
0.109214,90.73,0.000358624,3797.71
0.110087,91.4,0.000364385,3850
0.110961,92.11,0.000370191,3853.79
0.111835,92.75,0.000376044,4060.75
0.112708,93.27,0.000381943,4103.71
0.113582,93.83,0.000387887,4064.11
0.114456,94.57,0.000393878,3924.51
0.11533,95.39,0.000399914,4339.79
0.116203,96.23,0.000405996,4283.71
0.117077,96.81,0.000412125,4223.39
0.117951,97.3,0.000418299,4375
0.118824,98.01,0.000424519,4232.99
0.119698,98.85,0.000430785,3966.75
0.120572,99.58,0.000437096,3892.36
0.121446,100.26,0.000443454,3715.24
0.122319,101.02,0.000449858,3749.96
0.123193,101.88,0.000456307,3872.56
0.124067,102.54,0.000462802,3922.84
0.12494,103.36,0.000469344,3875.04
0.125814,104.17,0.000475931,3984.11
0.126688,105.04,0.000482564,4043.84
0.127562,105.86,0.000489243,4264.04
0.128435,106.47,0.000495968,4310.91
0.129309,107.17,0.000502739,4210.11
0.130183,108.02,0.000509556,4347.96
0.131056,108.54,0.000516418,4378.84
0.13193,109.28,0.000523327,4420.16
0.132804,110.01,0.000530281,4570.99
0.133677,110.76,0.000537281,4570.24
0.134551,111.55,0.000544328,4362.75
0.135425,112.28,0.00055142,4224.16
0.136299,113.08,0.000558558,4257.36
0.137172,113.8,0.000565742,4024
0.138046,114.45,0.000572972,4046.75
0.13892,115.02,0.000580247,3995.96
0.139793,115.77,0.000587569,4091.71
0.140667,116.46,0.000594937,4148.84
0.141541,117.17,0.00060235,4072.11
0.142415,118.03,0.00060981,3974.91
0.143288,118.76,0.000617315,4134.24
0.144162,119.46,0.000624866,4066.84
0.145036,120.21,0.000632463,4140.59
0.145909,121,0.000640106,4354
0.146783,121.64,0.000647795,4433.04
0.147657,122.25,0.00065553,4508.75
0.148531,122.91,0.00066331,4674.19
0.149404,123.47,0.000671137,4614.91
0.150278,124.26,0.00067901,4725.24
0.151152,124.96,0.000686928,4735.84
0.152025,125.68,0.000694892,4899.76
0.152899,126.48,0.000702903,4920.96
0.153773,127.05,0.000710959,4960.75
0.154647,127.75,0.000719061,5120.75
0.15552,128.43,0.000727209,5382.51
0.156394,129.09,0.000735402,5352.19
0.157268,129.83,0.000743642,5468.11
0.158141,130.59,0.000751928,5288.19
0.159015,131.27,0.000760259,5223.71
0.159889,131.91,0.000768637,5286.19
0.160762,132.57,0.00077706,5364.51
0.161636,133.2,0.000785529,5302
0.16251,133.78,0.000794045,5107.16
0.163384,134.6,0.000802606,4990
0.164257,135.26,0.000811213,5241.24
0.165131,136.21,0.000819865,5312.59
0.166005,137.01,0.000828564,5404.99
0.166878,137.8,0.000837309,5340
0.167752,138.36,0.0008461,5471.04
0.168626,139.2,0.000854936,5868
0.1695,139.91,0.000863818,6072.19
0.170373,140.63,0.000872747,6043.31
0.171247,141.37,0.000881721,6269.31
0.172121,142.16,0.000890741,6129.44
0.172994,142.93,0.000899807,6240.51
0.173868,143.67,0.000908919,5982.11
0.174742,144.31,0.000918077,6065.39
0.175616,144.89,0.00092728,6005.79
0.176489,145.54,0.00093653,6136.84
0.177363,146.28,0.000945826,6282.16
0.178237,147.27,0.000955167,6079.71
0.17911,147.95,0.000964554,6164.75
0.179984,148.96,0.000973988,6373.84
0.180858,149.49,0.000983467,6550.99
0.181731,150.16,0.000992992,6373.44
0.182605,150.81,0.00100256,6497.39
0.183479,151.58,0.00101218,6382.36
0.184353,152.17,0.00102184,6350.11
0.185226,152.76,0.00103155,6346.24
0.1861,153.48,0.00104131,6180.96
0.186974,154.14,0.00105111,6120.04
0.187847,154.9,0.00106095,6355
0.188721,155.57,0.00107084,6270.51
0.189595,156.19,0.00108078,6221.39
0.190469,156.74,0.00109077,6179.24
0.191342,157.49,0.0011008,6170.99
0.192216,158.25,0.00111087,6292.75
0.19309,159.02,0.00112099,6195.96
0.193963,159.63,0.00113116,6049.31
0.194837,160.52,0.00114138,6296.96
0.195711,161.04,0.00115164,6449.84
0.196585,161.51,0.00116194,6580.99
0.197458,162.3,0.00117229,6571
0.198332,163.17,0.00118269,6476.11
0.199206,163.78,0.00119313,6327.16
0.200079,164.42,0.00120362,6300.36
0.200953,165.1,0.00121416,6293
0.201827,165.83,0.00122474,6240.11
0.202701,166.38,0.00123536,6151.56
0.203574,167.06,0.00124604,5739.64
0.204448,167.58,0.00125676,5750.36
0.205322,168.43,0.00126752,5452.51
0.206195,169.15,0.00127833,5396.75
0.207069,169.88,0.00128919,5280.56
0.207943,170.78,0.00130009,5413.16
0.208816,171.56,0.00131104,5468.64
0.20969,172.16,0.00132203,5413.44
0.210564,172.79,0.00133307,5448.59
0.211438,173.45,0.00134416,5372.75
0.212311,174.07,0.00135529,5336.51
0.213185,174.81,0.00136647,5379.39
0.214059,175.67,0.00137769,5122.11
0.214932,176.3,0.00138896,5213
0.215806,176.97,0.00140027,5314.91
0.21668,177.63,0.00141163,5441.31
0.217554,178.29,0.00142304,5666.59
0.218427,178.88,0.00143449,5820.56
0.219301,179.64,0.00144599,5653.04
0.220175,180.31,0.00145754,5687.39
